ICN,Related_Term_List,Related_Term_List_Trimmed
201010431,Afghanistan,Afghanistan
201010431, June,June
201010431, Kandahar,Kandahar
201010431, Taliban,Taliban
201010404,Afghanistan,Afghanistan
201010404, Bakva,Bakva
201010404, Delaram,Delaram
201010404, Farah,Farah
201010404, Nimruz,Nimruz
201010404, victim,victim
201010433,Afghanistan,Afghanistan
201010433, court,court
201010433, June,June
201010433, Kandahar,Kandahar
201010708,Afghanistan,Afghanistan
201010708, June,June
201010708, Konar,Konar
201010708, Marah Warah,Marah Warah
201010469,India,India
201010469, Maoist,Maoist
201010469, West Bengal,West Bengal
201010469, West Midnapore,West Midnapore
201010472,Belpahari,Belpahari
201010472, India,India
201010472, Maoist,Maoist
201010472, West Bengal,West Bengal
201010472, West Midnapore,West Midnapore
201011302,civilian family,civilian family
201011302, civilian family members,civilian family members
201011302, family,family
201011302, family members,family members
201011302, occupants,occupants
201011308,employee,employee
201011308, government,government
201011308, government employee,government employee
201011308, Islamic State,Islamic State
201011314,civilian wife,civilian wife
201011314, dawn,dawn
201011314, leader,leader
201011314, occupants,occupants
201011314, paramilitary members,paramilitary members
201011314, Sahwa Council,Sahwa Council
201011314, wife,wife
201010271,Balochistan,Balochistan
201010271, June,June
201010271, Pakistan,Pakistan
201010271, Quetta,Quetta
201010243,central jail,central jail
201010243, civilian vehicle,civilian vehicle
201010243, deputy,deputy
201010243, jail,jail
201010243, Karachi,Karachi
201010243, Sindh,Sindh
201010267,Balochistan,Balochistan
201010267, June,June
201010267, Pakistan,Pakistan
201010267, Panjgur,Panjgur
201010324,Administered Tribal Areas,Administered Tribal Areas
201010324, Federally,Federally
201010324, tribesmen,tribesmen
201010265,Administered Tribal Areas,Administered Tribal Areas
201010265, Bajaur,Bajaur
201010265, Federally,Federally
201009943,Aqsa Martyrs Brigade,Aqsa Martyrs Brigade
201009943, Hebron,Hebron
201009943, police,police
201009943, police van,police van
201009943, route,route
201009943, West Bank,West Bank
201011890,HAMAS,HAMAS
201011890, Hebron,Hebron
201011890, patrol car,patrol car
201011890, police,police
201011890, police car,police car
201011890, West Bank,West Bank
201010312,Dagestan,Dagestan
201010312, June,June
201010312, Makhachkala,Makhachkala
201010312, Russia,Russia
201010205,defense,defense
201010205, defense volunteer,defense volunteer
201010205, motorcycle,motorcycle
201010205, Rangae,Rangae
201010205, village,village
201010205, village defense,village defense
201010205, village defense volunteer,village defense volunteer
201010205, volunteer,volunteer
201010203,authorities,authorities
201010203, Pattani,Pattani
201010203, Sai Buri,Sai Buri
201010203, separatists,separatists
201009982,opposition,opposition
201009982, opposition party,opposition party
201009982, party,party
201009982, Sanaa,Sanaa
201009982, secretary,secretary
201009982, Yemeni,Yemeni
201011822,Greece,Greece
201011822, retail stores,retail stores
201011822, store,store
201011822, supermarket,supermarket
201011822, Thessaloniki,Thessaloniki
201010698,company,company
201010698, construction,construction
201010698, construction company,construction company
201010698, construction vehicles,construction vehicles
201010698, Development,Development
201010698, Hesarak,Hesarak
201010698, profit,profit
201010698, road construction,road construction
201010698, road construction company,road construction company
201010410,attack,attack
201010410, executive,executive
201010410, Manipur,Manipur
201010410, program,program
201010410, radio,radio
201010410, residence,residence
201010426,authorities,authorities
201010426, executive engineer,executive engineer
201010426, grenade,grenade
201010426, Imphal East,Imphal East
201010426, Manipur,Manipur
201010426, residence,residence
201010350,Balochistan,Balochistan
201010350, grenade,grenade
201010350, house,house
201010646,Ghowrian,Ghowrian
201010646, government,government
201010646, government official,government official
201010646, Herat,Herat
201010646, official,official
201010646, targeting,targeting
201010646, vehicle,vehicle
201010133,authorities,authorities
201010133, market,market
201010133, morning,morning
201010133, separatists,separatists
201010133, soldiers,soldiers
201010133, Songkhla,Songkhla
201010133, Thepha,Thepha
201010270,Balochistan,Balochistan
201010270, Jafarabad,Jafarabad
201010270, landmine,landmine
201015023,district headquarters,district headquarters
201015023, Farah,Farah
201015023, headquarters,headquarters
201015023, Pusht,Pusht
201015023, rockets,rockets
201010477,Bokaro,Bokaro
201010477, India,India
201010477, Jharkhand,Jharkhand
201010477, Maoist,Maoist
201010477, village,village
201010424,afternoon,afternoon
201010424, convoy,convoy
201010424, means,means
201010424, Nangarhar,Nangarhar
201010424, police,police
201010424, police convoy,police convoy
201010424, police vehicle,police vehicle
201010424, Sherzad,Sherzad
201010424, unknown means,unknown means
201010322,checkpoint,checkpoint
201010322, evening,evening
201010322, Ghazni,Ghazni
201010322, police,police
201010322, police checkpoint,police checkpoint
201010322, Taliban,Taliban
201010509,checkpoint,checkpoint
201010509, Herat,Herat
201010509, means,means
201010509, police checkpoint,police checkpoint
201010509, unknown means,unknown means
201010485,Gaya,Gaya
201010485, railway,railway
201010485, railway employees,railway employees
201010485, railway station,railway station
201010485, station,station
201010480,Assam,Assam
201010480, Kokrajhar,Kokrajhar
201010480, marketplace,marketplace
201010480, trader,trader
201010475,Belpahari,Belpahari
201010475, faction,faction
201010475, India,India
201010475, Marxist,Marxist
201010475, West Bengal,West Bengal
201010475, West Midnapore,West Midnapore
201010845,Fatah,Fatah
201010845, Gaza City,Gaza City
201010845, Gaza Strip,Gaza Strip
201010845, HAMAS,HAMAS
201010902,Gedo,Gedo
201010902, Islamiya,Islamiya
201010902, Shabaab,Shabaab
201010902, Somalia,Somalia
201011182,Corsica,Corsica
201011182, Corsican,Corsican
201011182, France,France
201011182, Prunelli,Prunelli
201011182, vacation,vacation
201011182, vacation residence,vacation residence
201011824,Crete,Crete
201011824, Greece,Greece
201011824, Khania,Khania
201010438,afternoon,afternoon
201010438, June,June
201010438, Kandahar,Kandahar
201010438, Panjva,Panjva
201010438, Taliban,Taliban
201010438, targeting,targeting
201010438, unknown target,unknown target
201011298,Ad Dujayl,Ad Dujayl
201011298, June,June
201011298, roadside,roadside
201011298, Salah,Salah
201011298, vehicle,vehicle
201010275,Balochistan,Balochistan
201010275, Chaman,Chaman
201010275, Forces,Forces
201010275, fuel,fuel
201010275, NATO,NATO
201010275, North Atlantic Treaty Organization,North Atlantic Treaty Organization
201010275, tanker,tanker
201010275, targeting,targeting
201010286,Balochistan,Balochistan
201010286, Balochistan Liberation,Balochistan Liberation
201010286, BLUF,BLUF
201010286, Front,Front
201010286, targeting,targeting
201010286, Turbat,Turbat
201010286, unknown target,unknown target
201010124,authorities,authorities
201010124, Bannang Sata,Bannang Sata
201010124, school,school
201010124, separatists,separatists
201010124, soldiers,soldiers
201010124, Yala,Yala
201010428,government official,government official
201010428, June,June
201010428, official,official
201010428, Sheykhabad,Sheykhabad
201010428, Vardak,Vardak
201010453,Bihar,Bihar
201010453, camp,camp
201010453, India,India
201010453, Maoist,Maoist
201010453, police station,police station
201010453, Rohtas,Rohtas
201010453, station,station
201010279,Balochistan,Balochistan
201010279, Quetta,Quetta
201010279, shop,shop
201010279, shopkeeper,shopkeeper
201010246,Administered Tribal Areas,Administered Tribal Areas
201010246, brother,brother
201010246, Federally,Federally
201010246, Mohmand,Mohmand
201010246, tribe,tribe
201010329,Charbagh,Charbagh
201010329, June,June
201010329, Khyber Pakhtunkhwa,Khyber Pakhtunkhwa
201010329, Pakistan,Pakistan
201010283,Balochistan,Balochistan
201010283, barbershop,barbershop
201010283, grenade,grenade
201010283, Quetta,Quetta
201010283, shop,shop
201010247,Dera Ismail Khan,Dera Ismail Khan
201010247, grenade,grenade
201010247, Khyber Pakhtunkhwa,Khyber Pakhtunkhwa
201010247, police,police
201010247, police vehicle,police vehicle
201010247, vehicle,vehicle
201010823,Balkariya,Balkariya
201010823, Federal Security Service,Federal Security Service
201010823, garage,garage
201010823, Kabardino,Kabardino
201010823, Nalchik,Nalchik
201010823, paramilitary officers,paramilitary officers
201010823, s garage,s garage
201010281,Arghandab,Arghandab
201010281, bodyguards,bodyguards
201010281, chief,chief
201010281, district,district
201010281, district chief,district chief
201010281, Kandahar,Kandahar
201010281, vehicle,vehicle
201009929,community,community
201009929, Israel,Israel
201009929, Negev,Negev
201009929, rockets,rockets
201009929, Southern District,Southern District
201011312,checkpoint,checkpoint
201011312, mortar rounds,mortar rounds
201011312, Mosul,Mosul
201011312, police checkpoint,police checkpoint
201011312, rounds,rounds
201010505,Helmand,Helmand
201010505, June,June
201010505, murder,murder
201010505, Taliban,Taliban
201011066,Chahar Darreh,Chahar Darreh
201011066, elder,elder
201011066, Kondoz,Kondoz
201011066, tribal elder,tribal elder
201010677,Afghanistan,Afghanistan
201010677, Farah,Farah
201010677, Gulistan,Gulistan
201010677, June,June
201010846,Fatah,Fatah
201010846, Gaza City,Gaza City
201010846, Gaza Strip,Gaza Strip
201010846, HAMAS,HAMAS
201010847,Fatah,Fatah
201010847, Gaza City,Gaza City
201010847, Gaza Strip,Gaza Strip
201010847, HAMAS,HAMAS
201011167,Baardheere,Baardheere
201011167, Gedo,Gedo
201011167, Islamic Party,Islamic Party
201011167, Somalia,Somalia
201010901,Baardheere,Baardheere
201010901, Gedo,Gedo
201010901, Islamiya,Islamiya
201010901, Shabaab,Shabaab
201010901, Somalia,Somalia
201011180,Corsica,Corsica
201011180, France,France
201011180, vacation,vacation
201011180, vacation home,vacation home
201010244,Ghazni,Ghazni
201010244, guard vehicle,guard vehicle
201010244, private security,private security
201010244, private security guard vehicle,private security guard vehicle
201010244, private security guards,private security guards
201010244, security guard vehicle,security guard vehicle
201010244, security guards,security guards
201010361,Afghanistan,Afghanistan
201010361, border police,border police
201010361, Herat,Herat
201010361, June,June
201010363,Afghanistan,Afghanistan
201010363, damage,damage
201010363, June,June
201010363, Kandahar,Kandahar
201010367,Afghanistan,Afghanistan
201010367, damage,damage
201010367, June,June
201010367, Kandahar,Kandahar
201010367, Zheray,Zheray
201010366,Afghanistan,Afghanistan
201010366, June,June
201010366, Kandahar,Kandahar
201010366, police vehicle,police vehicle
201010366, Taliban,Taliban
201010366, vehicle,vehicle
201010370,June,June
201010370, Mosul,Mosul
201010370, Ninawa,Ninawa
201010370, police,police
201010370, police vehicle,police vehicle
201010370, region,region
201010370, vehicle,vehicle
201010409,civilian vehicle,civilian vehicle
201010409, officers,officers
201010409, police,police
201010409, police officers,police officers
201010409, vehicle,vehicle
201010430,Baghdad,Baghdad
201010430, children,children
201010430, employee,employee
201010430, government,government
201010430, government employee,government employee
201010430, June,June
201010486,district,district
201010486, driver,driver
201010486, June,June
201010486, Salah,Salah
201010486, Tikrit,Tikrit
201010486, vehicle,vehicle
201010335,Baghdad,Baghdad
201010335, Jadidah,Jadidah
201010335, liquor,liquor
201010335, liquor store,liquor store
201010335, neighborhood,neighborhood
201010335, Nisan,Nisan
201010335, store,store
201010335, targeting,targeting
201010337,driver,driver
201010337, Interior Ministry,Interior Ministry
201010337, June,June
